carat,depth,price,x,y,z,class
0.71,60.3,3131,5.69,5.76,3.45,2
0.82,62.6,3131,5.94,5.98,3.73,1
0.72,61.6,3133,5.76,5.8,3.56,2
0.82,61.8,3133,6.02,6.05,3.73,1
0.74,60,3133,5.94,5.89,3.55,1
0.94,63.8,3134,6.14,6.21,3.94,2
0.71,61.2,3135,5.76,5.78,3.53,2
0.71,60.4,3135,5.77,5.82,3.5,2
0.73,62.9,3135,5.71,5.77,3.61,3
0.8,63.1,3135,5.94,5.89,3.73,2
0.81,60.7,3135,6.07,5.99,3.66,2
0.7,62.6,3136,5.66,5.62,3.53,3
1,66.6,3136,6.07,6.01,4.02,1
0.8,59.6,3136,6.09,6,3.6,1
0.75,60.2,3136,5.93,5.9,3.56,1
1,62.3,3136,6.38,6.33,3.96,1
0.71,62.2,3136,5.74,5.71,3.56,2
1,67,3136,6.19,6.13,4.13,1
1,67,3136,6.19,6.13,4.13,1
1,62.5,3136,6.41,6.33,3.98,1
1,61.3,3136,6.44,6.41,3.94,2
0.8,61,3137,5.98,6.05,3.67,3
0.72,61.4,3137,5.75,5.78,3.54,2
0.71,61.1,3137,5.78,5.81,3.53,2
0.71,62.3,3137,5.68,5.72,3.55,2
1.01,62,3137,6.34,6.25,3.9,1
0.79,63.3,3138,5.85,5.88,3.71,1
0.74,61.5,3138,5.76,5.82,3.56,2
0.72,63.1,3139,5.67,5.7,3.59,2
0.9,60.7,3139,6.16,6.22,3.76,1
0.9,64.1,3139,6.07,6.09,3.9,1
0.9,63.4,3139,6,6.02,3.81,1
0.9,59.5,3139,6.24,6.3,3.73,1
0.72,62.4,3139,5.71,5.76,3.58,1
0.54,61.4,3139,5.28,5.25,3.23,2
0.73,61.1,3140,5.8,5.89,3.57,3
0.7,61.2,3140,5.7,5.74,3.5,1
0.72,60.8,3140,5.73,5.78,3.5,1
0.73,62.4,3140,5.82,5.79,3.62,2
1.02,62.5,3141,6.39,6.41,4,2
1.02,60.6,3141,6.46,6.52,3.93,1
0.9,60.4,3141,6.27,6.24,3.78,3
1,59.1,3142,6.55,6.48,0,1
0.7,61.9,3142,5.69,5.72,3.53,1
1,64.6,3142,6.25,6.19,4.02,1
1.02,58.8,3142,6.61,6.55,3.87,2
1,61.5,3142,6.49,6.44,3.97,1
1,68.3,3142,6.21,6.12,4.2,1
0.68,62.7,3143,5.56,5.6,3.5,1
0.83,61,3143,6.06,6.13,3.72,1
0.8,62.7,3144,5.88,5.96,3.71,2
1.21,57.2,3144,7.01,6.95,3.99,1
0.7,62.8,3145,5.65,5.68,3.56,1
0.71,58.1,3145,5.84,5.89,3.41,2
0.84,63.6,3145,5.95,6,3.8,2
0.9,60.7,3145,6.3,6.19,3.79,2
0.9,63.5,3145,6.12,6.1,3.88,3
0.7,61.2,3145,5.72,5.75,3.51,2
0.7,61.2,3145,5.73,5.77,3.52,2
0.71,60.1,3145,5.79,5.83,3.49,1
0.7,61.6,3145,5.71,5.76,3.53,1
0.9,65.4,3145,6.04,5.95,3.92,1
0.9,65.6,3145,6.1,6.03,3.98,1
0.9,65.4,3145,6.04,6,3.94,1
0.9,66.8,3145,5.98,5.9,3.97,2
0.74,61.2,3145,5.84,5.79,3.56,1
0.72,60.6,3145,5.85,5.83,3.54,1
0.72,61.3,3145,5.76,5.72,3.52,3
0.78,60.9,3145,6,5.93,3.63,2
0.71,63.3,3146,5.65,5.69,3.59,3
0.71,61.2,3146,5.74,5.79,3.53,2
0.92,60.9,3146,6.26,6.31,3.83,3
0.8,62.9,3146,5.87,5.89,3.7,1
0.81,61.2,3146,6,6.05,3.69,3
0.78,62.1,3146,5.86,5.9,3.65,1
0.73,63.7,3146,5.67,5.69,3.62,1
1.06,62.8,3146,6.51,6.46,4.07,2
1,65.5,3146,6.3,6.19,4.09,3
0.77,62.2,3148,5.9,5.85,3.66,1
0.7,61.2,3148,5.66,5.72,3.48,1
0.7,58.7,3148,5.79,5.83,3.41,1
1.02,62.8,3148,6.45,6.39,4.03,2
0.91,62.5,3149,6.05,6.08,3.79,1
1.03,64.1,3149,6.37,6.33,4.07,3
1.03,64.6,3149,6.3,6.21,4.06,3
1.03,62.2,3149,6.42,6.4,3.99,3
0.94,62.3,3150,6.23,6.32,3.91,3
0.88,59.1,3150,6.22,6.3,3.7,1
0.75,61.7,3150,5.86,5.84,3.61,1
0.75,61.8,3150,5.85,5.83,3.61,1
0.72,61.3,3151,5.78,5.8,3.55,3
0.77,62.2,3152,5.81,5.86,3.63,2
0.75,62,3152,5.81,5.84,3.61,2
0.83,63.1,3153,5.91,5.98,3.75,2
0.9,63.9,3153,6.07,6.11,3.89,2
0.8,60.6,3153,6.03,6.08,3.67,2
0.71,62,3153,5.69,5.73,3.54,2
0.92,62,3153,6.2,6.16,3.83,1
0.7,59.2,3154,5.79,5.84,3.44,1
0.7,62.2,3154,5.65,5.67,3.52,1
0.7,63.6,3154,5.61,5.65,3.58,1
0.95,63.4,3154,6.25,6.21,3.95,3
0.58,61.6,3154,5.34,5.35,3.29,2
0.73,61.7,3154,5.79,5.81,3.58,1
0.77,61.7,3154,5.87,5.9,3.63,1
0.7,61.2,3154,5.7,5.73,3.5,3
0.7,61.7,3154,5.72,5.76,3.54,3
0.95,58,3154,6.5,6.46,3.76,3
0.8,61.9,3154,6,5.95,3.7,2
1.22,62.6,3156,6.79,4.24,3.76,3
0.64,62.1,3157,5.51,5.54,3.43,1
1.06,60.3,3158,6.59,6.56,3.96,3
0.77,62.3,3158,5.84,5.87,3.65,2
0.8,59.5,3158,6.11,6.05,3.61,1
0.82,61.7,3159,6.01,5.99,3.7,2
0.78,62.1,3159,5.92,5.94,3.68,1
0.7,62,3160,5.68,5.74,3.54,3
0.9,62.8,3160,6.15,6.2,3.88,2
0.77,58.6,3160,6,6.04,3.53,2
0.9,63.4,3160,6.03,6.08,3.84,2
0.9,62.9,3160,6.09,6.16,3.85,2
0.9,62.4,3160,6.03,6.11,3.79,2
0.9,59.5,3160,6.26,6.31,3.74,2
0.9,61.3,3160,6.16,6.24,3.8,3
0.9,61.1,3160,6.12,6.19,3.76,2
0.9,59.2,3160,6.23,6.27,3.7,2
0.81,61.9,3160,5.96,5.99,3.7,2
0.9,66,3160,6.06,6,3.98,3
0.63,62.4,3161,5.48,5.52,3.43,1
0.71,62.4,3161,5.73,5.68,3.56,2
0.71,62.5,3161,5.74,5.71,3.58,2
0.71,59.2,3161,5.86,5.8,3.45,2
0.76,63,3162,5.76,5.79,3.64,1
0.9,62.4,3162,6.09,6.12,3.81,2
0.9,63.3,3162,6.07,6.12,3.86,1
0.9,63,3162,6.1,6.16,3.86,2
0.7,61,3162,5.74,5.76,3.51,3
0.74,63.9,3163,5.77,5.81,3.7,1
0.74,63.5,3163,5.75,5.8,3.67,1
0.78,64,3163,5.86,5.82,3.74,3
0.79,61.3,3163,5.96,6.01,3.67,3
0.73,61.4,3164,5.79,5.82,3.56,2
0.73,61,3164,5.83,5.88,3.57,2
1,63.7,3164,6.42,6.27,4.06,2
0.7,62.8,3165,5.63,5.68,3.55,1
0.92,60.7,3165,6.34,6.25,3.82,2
0.77,60.3,3166,5.89,5.96,3.57,2
0.73,58.2,3166,5.87,6.01,3.46,3
0.87,57.3,3166,6.29,6.44,3.65,2
1.01,58.1,3167,6.66,6.6,0,2
0.71,62.1,3167,5.72,5.84,3.59,1
0.72,61.8,3167,5.78,5.81,3.58,2
0.7,62.6,3167,5.66,5.69,3.55,1
0.79,61.4,3167,5.93,5.96,3.65,2
0.85,61.8,3167,6.1,6.14,3.78,1
0.7,62.2,3167,5.68,5.71,3.54,2
0.72,62.2,3167,5.74,5.67,3.55,3
1.01,64.5,3167,6.26,6.15,4,2
1.01,63.2,3167,6.39,6.33,4.02,2
1.08,61.8,3168,6.64,6.62,4.1,3
1.23,61.6,3168,6.92,6.87,4.25,2
0.91,62.4,3169,6.13,6.2,3.85,3
0.79,61.2,3169,5.96,6.01,3.66,3
0.77,61.4,3169,5.93,5.95,3.65,3
0.76,61.1,3170,5.84,5.95,3.6,1
0.92,62.6,3170,6.18,6.22,3.88,3
0.92,62.3,3170,6.24,6.29,3.9,3
0.76,61.8,3170,5.84,5.87,3.62,1
0.75,62.1,3170,5.81,5.85,3.62,1
0.74,61.7,3170,5.85,5.79,3.59,3
0.74,62.3,3170,5.79,5.76,3.6,3
1.09,66.3,3170,6.47,6.39,4.27,3
0.74,61.7,3170,5.83,5.78,3.58,3
0.74,62.3,3170,5.79,5.77,3.6,3
0.74,62.1,3171,5.79,5.83,3.61,3
0.83,62.3,3171,5.97,6.01,3.73,1
0.83,61.6,3171,6.04,6.08,3.73,2
0.78,62.2,3171,5.87,5.9,3.66,1
0.75,61.8,3171,5.81,5.84,3.6,1
0.83,61.8,3171,6.05,6.09,3.75,1
0.79,60.3,3171,5.99,6.05,3.63,1
1.03,61.5,3172,6.48,6.52,4,2
1.03,61.1,3172,6.46,6.51,3.96,2
1.03,62.4,3172,6.43,6.36,4,2
0.7,62.7,3172,5.65,5.7,3.65,1
0.7,62.2,3172,5.64,5.67,3.52,1
0.84,65,3172,5.83,5.87,3.81,3
0.93,66.1,3172,6,6.04,3.98,1
0.7,63.9,3173,5.55,5.66,3.58,1
1.01,60.1,3173,6.54,6.39,3.89,1
0.8,61.5,3173,5.97,6,3.68,2
1.01,68.5,3173,6.08,6,4.14,1
0.92,60.4,3174,6.36,6.33,3.83,2
0.71,62.9,3175,5.68,5.71,3.58,3
0.7,60.2,3175,5.78,5.82,3.49,2
0.9,62.5,3175,6.18,6.14,3.85,3
0.7,62.9,3175,5.65,5.57,3.53,1
0.9,61.9,3175,6.13,6.06,3.77,1
0.9,62.3,3175,6.23,6.19,3.87,3
0.7,63.6,3175,5.67,5.62,3.59,1
1,65.3,3175,6.33,6.12,4.08,3
1.5,69.3,3175,6.99,6.81,4.78,2
0.9,61.8,3176,6.2,6.26,3.85,2
0.9,63.5,3176,6.05,6.1,3.86,2
0.77,62.4,3176,5.89,5.93,3.69,1
0.32,61.7,561,4.41,4.44,2.73,3
0.32,62.5,561,4.36,4.38,2.73,1
0.32,62,561,4.39,4.41,2.73,1
0.32,61.8,561,4.41,4.42,2.73,2
0.32,61.5,561,4.4,4.41,2.71,1
0.32,63,561,4.4,4.42,2.78,2
0.32,62.1,561,4.35,4.38,2.71,2
0.32,63,561,4.33,4.37,2.74,2
0.32,62.8,561,4.31,4.35,2.72,1
0.32,60.8,561,4.41,4.44,2.69,1
0.32,61.1,561,4.42,4.45,2.71,1
0.32,59.9,561,4.47,4.51,2.69,1
0.32,62.8,561,4.35,4.37,2.74,2
0.32,62.2,561,4.36,4.39,2.72,1
0.32,62.3,561,4.37,4.4,2.73,1
0.4,63.8,561,4.67,4.7,2.99,2
0.32,61.5,561,4.36,4.39,2.69,1
0.32,60.7,561,4.38,4.42,2.67,1
0.32,61.5,561,4.4,4.42,2.71,1
0.32,61.4,561,4.39,4.4,2.7,1
0.32,62,561,4.37,4.4,2.72,1
0.32,61.8,561,4.42,4.45,2.74,1
0.32,61.1,561,4.44,4.46,2.72,2
0.32,62.5,561,4.38,4.42,2.75,1
0.32,62.8,561,4.35,4.41,2.75,2
0.32,61.8,561,4.41,4.43,2.73,1
0.32,61.2,561,4.38,4.41,2.69,1
0.32,62,561,4.37,4.41,2.72,1
0.26,61.3,562,4.13,4.16,2.54,3
0.31,61.7,562,4.37,4.39,2.7,1
0.7,61.1,3176,5.73,5.76,3.51,1
0.72,60.5,3176,5.82,5.89,3.54,2
0.7,63.8,3177,5.61,5.65,3.59,1
0.74,61.1,3177,5.86,5.89,3.59,2
0.67,62,3178,5.6,5.62,3.48,1
0.74,62.2,3178,5.83,5.81,3.62,2
0.72,62.6,3179,5.7,5.74,3.58,1
0.72,60.8,3179,5.8,5.84,3.54,2
0.72,62.1,3179,5.69,5.75,3.55,2
0.72,62.8,3179,5.68,5.73,3.58,2
0.81,63.9,3179,5.9,5.85,3.75,2
1.5,57.4,3179,7.56,7.39,4.29,1
0.74,61.8,3180,5.79,5.82,3.59,1
0.93,61.1,3180,6.32,6.34,3.87,3
0.87,62.2,3180,6.05,6.11,3.78,2
0.72,60.8,3180,5.77,5.8,3.52,2
0.72,61.8,3180,5.74,5.78,3.56,2
0.72,61.5,3180,5.74,5.76,3.54,2
0.91,64.4,3180,6.1,6.07,3.92,2
0.91,64.8,3180,6.12,6.07,3.95,2
0.91,62.2,3180,6.23,6.18,3.86,2
0.91,62,3181,6.18,6.23,3.85,3
0.95,62.6,3181,6.22,6.18,3.88,1
0.63,61.1,3181,5.49,5.54,3.37,1
0.92,61.7,3181,6.21,6.26,3.85,3
0.95,59.8,3181,6.36,6.34,3.8,1
0.8,61.7,3181,5.98,5.92,3.67,2
0.73,63.5,3182,5.68,5.72,3.62,2
0.73,62.1,3182,5.77,5.8,3.59,2
0.73,61.9,3183,5.74,5.81,3.61,1
0.73,62.2,3183,5.74,5.77,3.58,1
0.72,63.3,3183,5.67,5.71,3.6,1
1.11,61.8,3183,6.65,6.58,4.09,2
0.85,60.8,3183,6.13,6.18,3.74,2
0.76,61.5,3183,5.92,5.88,3.63,1
0.7,60.9,3183,5.75,5.71,3.49,2
0.73,62.9,3184,5.7,5.75,3.6,1
0.78,61.7,3184,5.94,5.89,3.65,1
0.7,61.2,3185,5.71,5.76,3.51,2
0.7,61,3185,5.75,5.79,3.51,2
0.7,61.7,3185,5.66,5.7,3.5,2
0.79,61.2,3185,6.02,5.95,3.66,2
0.72,60.1,3185,5.89,5.86,3.53,1
0.9,57.5,3187,6.37,6.33,3.65,1
0.96,62.9,3187,6.3,6.22,3.94,3
0.9,63.4,3187,6.15,5.99,3.85,1
1.03,56.2,3188,6.69,6.73,3.77,3
0.9,62.5,3188,6.11,6.21,3.85,3
0.75,58.4,3188,5.98,6.06,3.52,1
0.77,61.6,3189,5.87,5.91,3.63,1
0.91,60.3,3189,6.23,6.28,3.77,1
0.85,62.8,3189,6.06,6.01,3.79,1
0.71,61.9,3189,5.74,5.77,3.56,2
0.74,59.5,3189,5.92,5.94,3.53,1
0.73,61.8,3189,5.8,5.76,3.57,2
0.73,61.9,3189,5.8,5.77,3.58,2
1.01,62.4,3190,6.45,6.35,3.99,3
0.71,62,3190,5.71,5.75,3.55,2
0.89,61.1,3190,6.24,6.17,3.79,1
0.92,62.9,3190,6.18,6.13,3.87,2
1.01,65.8,3190,6.29,6.24,4.12,3
0.7,60.6,3191,5.69,5.82,3.49,1
0.7,60.3,3191,5.75,5.83,3.49,1
0.7,62,3191,5.71,5.67,3.53,3
0.71,62.1,3191,5.71,5.75,3.56,1
0.71,62,3191,5.71,5.74,3.55,1
0.8,61.4,3192,5.96,5.99,3.67,1
0.71,62.2,3192,5.71,5.74,3.56,2
0.75,60.2,3192,5.93,5.9,3.56,1
0.71,62.1,3192,5.65,5.71,3.53,1
0.71,61.5,3192,5.74,5.77,3.54,1
0.81,62.2,3192,5.97,6.02,3.73,1
0.76,61.5,3192,5.92,5.89,3.63,1
0.91,63.8,3192,5.99,5.96,3.82,2
1,62,3192,6.43,6.29,3.94,2
0.76,60.1,3192,6.01,5.97,3.6,1
1,64.4,3192,6.35,6.29,4.07,2
0.81,61.4,3193,6.02,5.99,3.69,1
0.73,62.2,3193,5.8,5.75,3.59,3
0.9,57.4,3193,6.42,6.37,3.67,3
0.7,60.4,3193,5.68,5.74,3.45,2
0.81,62.9,3193,5.94,5.88,3.72,1
0.9,63.6,3193,6.11,6.06,3.87,2
0.54,61.4,3194,5.25,5.28,3.23,2
0.83,62.7,3195,5.97,6.03,3.76,1
0.73,62.4,3195,5.79,5.82,3.62,2
0.71,62.3,3195,5.68,5.72,3.55,1
0.8,61.7,3195,5.96,6,3.69,2
0.83,63.7,3195,5.84,5.92,3.75,1
0.91,63.5,3195,6.15,6.1,3.89,3
0.91,63.3,3195,6.1,6.06,3.85,3
0.6,61.5,3196,5.42,5.45,3.34,3
0.9,63,3196,6.08,6.15,3.85,2
0.91,61.7,3196,6.27,6.2,3.85,3
0.9,62.9,3197,6.13,6.18,3.87,3
0.51,61.3,3197,5.13,5.21,3.17,1
0.77,61.1,3197,5.91,5.94,3.62,1
1.01,66.1,3197,6.15,6.13,4.06,3
0.83,62,3198,6.04,5.99,3.73,3
0.73,62.2,3198,5.74,5.77,3.58,1
0.71,61.4,3198,5.71,5.75,3.52,1
0.71,62.3,3198,5.66,5.7,3.54,1
0.83,62.1,3198,6.05,6,3.74,3
0.7,61,3199,5.74,5.7,3.49,1
1,56.3,3199,6.58,6.54,3.69,3
0.71,62.6,3199,5.7,5.73,3.58,3
0.71,61.1,3199,5.71,5.74,3.5,3
1.02,60.6,3199,6.52,6.46,3.93,1
0.7,62.4,3199,5.67,5.65,3.53,3
0.7,61.7,3199,5.76,5.73,3.54,2
1.02,62.5,3199,6.41,6.39,4,2
0.73,62,3200,5.73,5.75,3.56,3
0.74,62.1,3200,5.83,5.79,3.61,3
0.9,62.6,3200,6.15,6.06,3.82,1
0.9,63.8,3201,6.07,6.13,3.89,2
0.7,60.5,3201,5.72,5.75,3.47,1
0.7,61.1,3201,5.67,5.73,3.48,1
0.73,62.4,3201,5.75,5.79,3.6,1
0.84,61.4,3201,6.03,6.09,3.72,2
0.76,61,3201,5.92,5.89,3.6,3
0.71,59.7,3203,5.85,5.88,3.5,2
1.04,63.9,3203,6.35,6.42,4.08,2
1.04,61.6,3203,6.45,6.47,3.98,2
0.7,63.3,3204,5.67,5.57,3.56,3
0.7,63,3204,5.62,5.59,3.53,3
1.02,62.3,3204,6.39,6.35,3.97,1
1.04,63.8,3204,6.36,6.32,4.05,3
0.7,60.5,3205,5.7,5.73,3.46,3
1.11,61,3205,6.61,6.67,4.05,2
0.7,60.8,3205,5.75,5.79,3.51,1
0.7,61,3205,5.74,5.77,3.51,1
0.71,58.7,3205,5.87,5.81,3.43,3
0.9,62.7,3205,6.2,6.14,3.87,2
0.9,65.9,3205,6,5.95,3.94,2
0.9,66,3205,6,5.97,3.95,2
0.9,64.7,3205,6.1,6.04,3.93,2
0.9,65.7,3205,5.98,5.93,3.91,2
0.9,64.7,3205,6.09,5.99,3.91,2
0.9,59,3205,6.32,6.28,3.72,2
0.72,60.6,3205,5.82,5.79,3.52,2
0.75,61.8,3206,5.83,5.85,3.61,1
0.75,61.7,3206,5.84,5.86,3.61,1
0.75,62.8,3206,5.77,5.79,3.63,1
0.58,60.6,3206,5.38,5.41,3.27,2
0.7,61.2,3206,5.71,5.75,3.5,1
0.7,61.4,3206,5.71,5.76,3.53,1
0.7,59.9,3206,5.69,5.74,3.42,3
0.83,63,3207,5.95,5.96,3.75,3
0.83,62.1,3207,6,6.04,3.74,2
1.01,62.1,3207,6.48,6.4,4,3
0.77,61.1,3208,5.89,5.92,3.61,2
0.7,62.4,3208,5.63,5.66,3.52,1
0.7,60.1,3208,5.73,5.76,3.45,2
0.9,61.5,3208,6.15,6.2,3.8,2
0.93,63.3,3208,6.19,6.14,3.9,3
0.8,61.7,3209,5.89,5.94,3.65,2
0.9,62.5,3209,6.12,6.2,3.85,2
0.73,60.8,3209,5.81,5.86,3.55,1
0.79,61.1,3209,5.94,6,3.65,2
0.8,61.9,3210,5.95,6,3.7,2
0.7,61.5,3210,5.71,5.64,3.49,2
0.71,62.6,3210,5.65,5.69,3.55,1
0.79,60.8,3210,5.98,6.05,3.66,3
0.9,62.6,3210,6.06,6.01,3.78,3
0.9,64.3,3210,6.16,6.06,3.93,3
0.9,61.9,3210,6.12,6.07,3.77,3
0.91,64.2,3210,6.01,5.95,3.84,3
0.91,64.9,3210,6.08,6.05,3.94,3
0.9,63.1,3211,6.13,6.16,3.88,2
0.73,60.7,3211,5.79,5.75,3.5,3
0.73,62.6,3211,5.73,5.71,3.58,3
0.77,59.5,3211,5.96,5.94,3.54,3
0.82,61.2,3211,5.98,5.95,3.65,1
0.61,59.9,3212,5.5,5.55,3.31,1
0.71,62.7,3212,5.7,5.75,3.59,2
0.71,61.9,3212,5.74,5.76,3.56,1
0.71,62.3,3212,5.69,5.73,3.56,1
0.76,61.2,3212,5.85,5.9,3.59,1
0.81,60.8,3213,5.99,5.95,3.63,1
0.78,61.1,3214,5.95,5.97,3.64,2
0.7,62.9,3214,5.72,5.66,3.58,2
0.95,56.5,3214,6.53,6.5,3.68,2
0.92,61.1,3215,6.31,6.22,3.83,3
0.96,56.1,3215,6.62,6.58,3.7,2
0.96,62.7,3215,6.29,6.11,3.89,1
1.1,60,3216,6.77,6.66,4.03,3
1.1,61.7,3216,6.65,6.6,4.09,2
0.71,60.7,3217,5.73,5.81,3.5,1
0.71,59.2,3217,5.8,5.86,3.45,2
0.71,62.5,3217,5.71,5.74,3.58,2
0.71,62.4,3217,5.68,5.73,3.56,2
1,62.4,3217,6.35,6.44,3.99,2
0.9,62.8,3217,6.05,6.15,3.83,3
0.64,60.9,3217,5.57,5.59,3.4,3
0.71,60.3,3217,5.8,5.84,3.51,1
0.77,62.1,3218,5.85,5.87,3.64,3
0.52,62,3218,5.15,5.17,3.2,2
0.71,60.6,3218,5.68,5.73,3.46,3
0.9,62,3218,6.09,6.14,3.79,1
0.77,61.6,3218,5.91,5.87,3.63,1
1.18,59.9,3219,6.8,6.85,4.09,1
0.72,63.3,3219,5.68,5.75,3.62,3
0.72,62.8,3219,5.7,5.73,3.59,3
0.72,63.3,3219,5.66,5.71,3.6,3
0.72,62.7,3219,5.71,5.78,3.6,2
0.72,62.7,3219,5.65,5.71,3.56,2
0.9,62.6,3220,6.08,6.15,3.83,2
0.9,60.5,3220,6.22,6.27,3.78,2
0.75,60.9,3220,5.83,5.87,3.56,3
0.73,62.1,3220,5.75,5.8,3.59,2
1.15,60.4,3220,6.8,6.75,4.09,2
0.71,63.1,3222,5.67,5.7,3.59,2
0.71,61.4,3222,5.73,5.77,3.53,2
0.51,61.3,3223,5.14,5.15,3.16,2
0.72,61.3,3223,5.76,5.79,3.54,1
0.82,61.2,3224,6.03,5.99,3.68,2
1.01,62.9,3224,6.38,6.34,4,2
0.9,63.6,3225,6.07,6.1,3.87,3
0.68,61.9,3225,5.63,5.68,3.5,1
0.9,61.3,3226,6.18,6.12,3.77,1
0.74,61.7,3226,5.79,5.85,3.59,3
0.74,62.3,3226,5.76,5.79,3.6,3
0.73,62.3,3226,5.72,5.74,3.57,1
0.8,59.4,3226,6.06,6.02,3.59,2
0.9,57.7,3226,6.29,6.23,3.61,1
0.9,65.5,3226,6.05,6.01,3.95,2
0.72,61.1,3226,5.92,5.8,3.55,3
0.51,61.3,3226,5.21,5.13,3.17,1
0.86,59.7,3228,6.14,6.23,3.69,2
0.65,61.4,3228,5.54,5.57,3.41,2
0.74,62.7,3228,5.77,5.72,3.6,1
0.72,62.2,3229,5.7,5.74,3.56,3
0.7,61.6,3229,5.63,5.6,3.46,2
0.7,62.9,3229,5.67,5.61,3.55,2
0.71,61.8,3229,5.72,5.77,3.55,2
0.71,61.7,3229,5.73,5.75,3.54,2
0.71,60.8,3229,5.74,5.79,3.51,2
0.71,61.4,3229,5.74,5.78,3.54,2
0.96,62.7,3229,6.24,6.2,3.9,2
0.91,63.7,3229,6.16,6.09,3.9,2
0.79,59.4,3230,6.08,6.05,3.6,1
1.03,61.5,3230,6.52,6.48,4,2
0.81,61,3230,6.01,5.99,3.66,3
0.75,63.1,3231,5.8,5.83,3.67,1
0.81,60.4,3231,6.02,6.06,3.65,1
0.9,62.3,3231,6.19,6.23,3.87,3
0.7,62.9,3231,5.57,5.62,3.52,2
0.83,62.7,3231,5.96,6.01,3.75,1
0.59,61.8,3234,5.37,5.41,3.33,2
1,62.7,3234,6.28,6.32,3.95,3
0.71,62.2,3234,5.7,5.74,3.56,2
1.05,62.2,3234,6.48,6.51,4.04,1
0.7,59.9,3234,5.78,5.8,3.47,1
0.71,61.4,3234,5.74,5.79,3.54,2
0.7,58.7,3234,5.82,5.79,3.41,3
1.05,60.6,3234,6.59,6.55,3.98,2
0.7,62.8,3234,5.68,5.62,3.55,1
0.77,60.5,3234,5.98,5.92,3.6,1
0.7,60,3235,5.78,5.85,3.49,1
0.8,63.1,3235,5.87,5.92,3.72,2
0.73,62.5,3235,5.73,5.76,3.59,1
0.7,61.9,3235,5.59,5.65,3.48,1
0.7,62.2,3235,5.71,5.76,3.57,2
0.72,62.1,3235,5.73,5.76,3.57,1
0.72,60.9,3236,5.77,5.89,3.55,2
0.95,62.5,3237,6.3,6.24,3.92,2
0.85,61,3237,6.11,6.08,3.72,1
0.89,63.1,3238,6.09,6.17,3.87,2
0.72,61.6,3238,5.75,5.78,3.55,3
0.76,62.5,3238,5.79,5.83,3.63,3
0.91,62,3238,6.19,6.22,3.85,1
0.7,62.8,3238,5.68,5.6,3.54,1
0.71,60.4,3238,5.8,5.85,3.52,1
0.71,62.7,3238,5.66,5.69,3.56,1
0.7,57.8,3239,5.85,5.87,3.39,2
0.7,60.6,3239,5.73,5.75,3.48,2
0.7,61.5,3239,5.7,5.74,3.52,2
0.73,61.8,3239,5.75,5.77,3.56,2
0.9,63.2,3239,6.06,5.99,3.81,1
0.77,62.3,3240,5.82,5.86,3.64,1
0.77,59.9,3241,5.9,5.95,3.55,2
0.79,61.2,3242,5.95,6.02,3.66,2
0.72,60.2,3242,5.83,5.86,3.52,3
0.9,63.2,3242,6.12,6.03,3.84,2
0.77,60.9,3243,5.9,5.96,3.61,1
0.81,61.9,3243,5.92,5.97,3.68,1
0.68,61.3,3243,5.67,5.71,3.49,1
0.71,63,3245,5.69,5.65,3.58,2
0.9,64.1,3246,6.12,6.08,3.91,1
0.74,60.8,3246,5.85,5.87,3.56,3
0.84,61.8,3246,6.04,6.06,3.74,2
0.9,63.7,3246,6.1,6.06,3.87,2
0.9,62.1,3246,6.13,6.08,3.79,1
0.9,63.8,3246,6.16,6.07,3.9,2
0.9,63.8,3246,6.05,6.02,3.85,1
0.9,63.4,3246,6.08,6.04,3.84,1
0.9,63.8,3246,6.16,6.13,3.92,1
0.9,61.1,3246,6.22,6.18,3.79,1
1.03,56.2,3246,6.73,6.69,3.77,3
0.9,65.4,3246,6.03,5.96,3.93,2
0.31,62.2,562,4.38,4.4,2.73,1
0.31,62.2,562,4.34,4.38,2.71,1
0.31,60.8,562,4.38,4.4,2.67,1
0.31,61.1,562,4.37,4.4,2.68,1
0.31,62.2,562,4.37,4.38,2.72,1
0.31,62,562,4.34,4.37,2.7,2
0.31,61.3,562,4.36,4.38,2.68,2
0.39,62.4,562,4.58,4.65,2.88,2
0.29,61.5,563,4.26,4.3,2.63,3
0.35,61.6,563,4.55,4.58,2.81,1
0.31,61.6,563,4.34,4.37,2.68,1
0.25,61.2,563,4.09,4.11,2.51,2
0.32,60.9,564,4.42,4.45,2.7,1
0.32,61.8,564,4.4,4.43,2.73,1
0.33,61.7,564,4.43,4.46,2.74,2
0.33,60.6,564,4.46,4.49,2.72,2
0.3,61.9,564,4.29,4.32,2.66,1
0.3,62.3,564,4.28,4.32,2.68,1
0.32,62.5,564,4.32,4.35,2.71,1
0.26,63.6,564,4.06,4.09,2.59,2
0.26,62.5,564,4.07,4.09,2.55,1
0.26,58.9,564,4.16,4.19,2.46,1
0.26,60.8,564,4.12,4.13,2.51,1
0.26,61.7,564,4.08,4.12,2.53,1
0.26,63.3,564,4.05,4.07,2.57,3
0.36,61.8,565,4.58,4.61,2.84,1
0.34,61.9,565,4.51,4.53,2.8,1
0.34,62.6,565,4.46,4.49,2.8,1
0.31,61.3,565,4.36,4.41,2.69,2
0.31,61.7,565,4.37,4.41,2.71,2
0.9,64.1,3246,6.02,5.99,3.85,1
0.9,62.8,3246,6.12,6.02,3.81,2
0.91,61.1,3246,6.24,6.19,3.8,3
0.7,62.5,3247,5.63,5.67,3.53,3
